pin,slack
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_RNO[8]:B,8170
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_RNO[8]:C,11595
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_RNO[8]:D,10945
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_2/actable_shift_RNO[8]:Y,8170
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_1/FF_12:CLK,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_1/FF_12:IPCLKn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/rwable_shift[3]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/rwable_shift[3]:CLK,11603
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/rwable_shift[3]:D,10443
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_3/rwable_shift[3]:Q,11603
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4[18]:A,10383
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4[18]:B,7112
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4[18]:C,6960
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4[18]:D,7439
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_fifo_data_in_4[18]:Y,6960
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_1/FF_10:IPENn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/new_cmd:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/new_cmd:CLK,7828
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/new_cmd:D,12714
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/new_cmd:EN,8980
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/new_cmd:Q,7828
SID_BRIDGE_0/reg.state_RNO[11]:A,11631
SID_BRIDGE_0/reg.state_RNO[11]:B,
SID_BRIDGE_0/reg.state_RNO[11]:C,11606
SID_BRIDGE_0/reg.state_RNO[11]:D,11526
SID_BRIDGE_0/reg.state_RNO[11]:Y,11526
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_1/CFG_19:C,6834
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_1/CFG_19:IPB,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_1/CFG_19:IPC,6834
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d[0]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d[0]:CLK,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d[0]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_sdr_d[0]:Q,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/wrPtr_s2[2]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/wrPtr_s2[2]:CLK,8942
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/wrPtr_s2[2]:D,12753
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/wrPtr_s2[2]:Q,8942
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/wrPtr_s2[2]:SLn,12252
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_47_0_i:A,1839
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_47_0_i:B,562
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_47_0_i:C,4655
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_47_0_i:D,3567
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/N_47_0_i:Y,562
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_58:IPB,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m159:A,9733
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m159:B,8521
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m159:C,1347
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m159:Y,1347
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer_RNO[0]:A,11559
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer_RNO[0]:B,11510
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer_RNO[0]:C,11538
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer_RNO[0]:Y,11510
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/rdGrayCounterP1/cntBinary[3]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/rdGrayCounterP1/cntBinary[3]:CLK,10583
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/rdGrayCounterP1/cntBinary[3]:D,1311
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/rdGrayCounterP1/cntBinary[3]:Q,10583
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb[3]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb[3]:CLK,1790
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb[3]:D,-1215
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/state_ahb[3]:Q,1790
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/genblk1.ram/mem_mem_0_1/FF_5:IPENn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/genblk1.ram/mem_mem_0_0/FF_23:IPENn,
sid_rst_n_obuf/U0/U_IOENFF:A,
sid_rst_n_obuf/U0/U_IOENFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m282_m7_i_1:A,7847
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m282_m7_i_1:B,7741
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m282_m7_i_1:C,7770
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m282_m7_i_1:D,7622
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/CDC_rdCtrl_inst/m282_m7_i_1:Y,7622
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_278:IPA,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_278:IPB,
LED_obuf[2]/U0/U_IOENFF:A,
LED_obuf[2]/U0/U_IOENFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/dataout_latch[23]:CLK,12862
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/dataout_latch[23]:D,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/dataout_latch[23]:EN,9272
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/dataout_latch[23]:Q,12862
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/dataout_latch[23]:SLn,10091
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[9]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[9]:CLK,10393
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[9]:D,4884
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[9]:EN,2848
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[9]:Q,10393
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/command_latch[9]:SLn,1274
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_RNIA9HG[3]:A,8993
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_RNIA9HG[3]:B,7609
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_RNIA9HG[3]:C,9153
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR_RNIA9HG[3]:Y,7609
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m4:A,1017
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m4:B,999
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/m4:Y,999
SID_BRIDGE_0/GEN_BIDUF.5.BIBUF_X/U0/U_IOENFF:A,
SID_BRIDGE_0/GEN_BIDUF.5.BIBUF_X/U0/U_IOENFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr3_read:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr3_read:CLK,8342
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr3_read:D,10456
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr3_read:EN,9310
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/one_time_sdr3_read:Q,8342
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/precharge14_4:A,9364
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/precharge14_4:B,9266
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/precharge14_4:C,7954
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/precharge14_4:D,8994
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/precharge14_4:Y,7954
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift[0]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift[0]:CLK,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift[0]:D,9270
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift[0]:Q,11654
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wcount[2]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wcount[2]:CLK,10523
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wcount[2]:D,8146
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wcount[2]:Q,10523
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/ACTABLE49_0_a2_0:A,7920
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/ACTABLE49_0_a2_0:B,8567
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/ACTABLE49_0_a2_0:Y,7920
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/hsize_reg[1]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/hsize_reg[1]:CLK,7564
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/hsize_reg[1]:D,4868
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/hsize_reg[1]:EN,4154
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/hsize_reg[1]:Q,7564
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_232:IPA,
SID_PLAYER_sb_0/SID_PLAYER_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_232:IPB,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_1/CFG_5:IPC,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift24_2:A,7788
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift24_2:B,7716
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/wshift24_2:Y,7716
SID_BRIDGE_0/reg.sid_data_oe_RNO_0:A,10602
SID_BRIDGE_0/reg.sid_data_oe_RNO_0:B,10456
SID_BRIDGE_0/reg.sid_data_oe_RNO_0:C,9351
SID_BRIDGE_0/reg.sid_data_oe_RNO_0:D,9202
SID_BRIDGE_0/reg.sid_data_oe_RNO_0:Y,9202
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/lnht_cmd28:A,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/lnht_cmd28:B,11416
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/lnht_cmd28:Y,9930
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/rdGrayCounter/cntBinary[1]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/rdGrayCounter/cntBinary[1]:CLK,9157
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/rdGrayCounter/cntBinary[1]:D,9194
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/rdGrayCounter/cntBinary[1]:Q,9157
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/ACTABLE_1_sqmuxa_1:A,10123
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/ACTABLE_1_sqmuxa_1:B,7982
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/ACTABLE_1_sqmuxa_1:C,10286
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/ACTABLE_1_sqmuxa_1:Y,7982
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_7:A,9048
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_7:B,8986
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_7:FCI,8867
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_7:FCO,8867
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift_56_m2[0]:A,10228
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift_56_m2[0]:B,9270
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift_56_m2[0]:C,10453
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift_56_m2[0]:D,9949
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift_56_m2[0]:Y,9270
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/rdGrayCounterP1/cntBinary_Z[0]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/rdGrayCounterP1/cntBinary_Z[0]:CLK,8035
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/rdGrayCounterP1/cntBinary_Z[0]:D,1161
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/rx_data_fifo_async/rdGrayCounterP1/cntBinary_Z[0]:Q,8035
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l3.prch37_3:A,8104
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l3.prch37_3:B,8063
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l3.prch37_3:C,7952
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l3.prch37_3:D,7801
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/_l3.prch37_3:Y,7801
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift_RNO[10]:A,11209
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift_RNO[10]:B,11646
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift_RNO[10]:C,8141
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift_RNO[10]:D,9127
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_0/actable_shift_RNO[10]:Y,8141
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNIG9DR3[2]:A,10101
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNIG9DR3[2]:B,10330
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNIG9DR3[2]:C,3567
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNIG9DR3[2]:D,8438
SID_PLAYER_sb_0/CoreAHBLite_0/matrix4x16/slavestage_0/slave_arbiter/arbRegSMCurrentState_RNIG9DR3[2]:Y,3567
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_7_RNIHFP3:B,
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_7_RNIHFP3:C,8867
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_7_RNIHFP3:FCO,9997
SID_BRIDGE_0/op_lt.v.sid_clk_cntr2_cry_7_RNIHFP3:Y,8867
SA_obuf[8]/U0/U_IOPAD:D,
SA_obuf[8]/U0/U_IOPAD:E,
SA_obuf[8]/U0/U_IOPAD:PAD,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[3]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[3]:CLK,10319
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[3]:D,12691
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[3]:EN,12417
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/openbank_1/LINE[3]:Q,10319
SA_obuf[12]/U0/U_IOOUTFF:A,
SA_obuf[12]/U0/U_IOOUTFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_18:B,6621
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_18:C,7723
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_18:IPB,6621
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/tx_data_fifo_async/genblk1.ram/mem_mem_0_0/CFG_18:IPC,7723
SID_BRIDGE_0/reg.state[10]:CLK,8470
SID_BRIDGE_0/reg.state[10]:D,11456
SID_BRIDGE_0/reg.state[10]:Q,8470
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[1]:ALn,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[1]:CLK,10160
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[1]:D,10408
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/timer[1]:Q,10160
SID_BRIDGE_0/reg.sid_clk_cntr_RNIC8TH1[4]:B,8918
SID_BRIDGE_0/reg.sid_clk_cntr_RNIC8TH1[4]:C,11399
SID_BRIDGE_0/reg.sid_clk_cntr_RNIC8TH1[4]:FCI,8867
SID_BRIDGE_0/reg.sid_clk_cntr_RNIC8TH1[4]:FCO,8867
SID_BRIDGE_0/reg.sid_clk_cntr_RNIC8TH1[4]:S,8918
LED_obuf[0]/U0/U_IOENFF:A,
LED_obuf[0]/U0/U_IOENFF:Y,
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/pchaddr_3_sqmuxa_i:A,9200
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/pchaddr_3_sqmuxa_i:B,9101
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/pchaddr_3_sqmuxa_i:C,9048
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/pchaddr_3_sqmuxa_i:D,8948
CORESDR_AHB_C1_0/CORESDR_AHB_C1_0/genblk1.CoreSDR_0/CoreSDR_0/fastinit/fastsdram/pchaddr_3_sqmuxa_i:Y,8948
